Name,Email,Age,State,Major,GPA,Status,Skills,Expected_Salary
Ashley Taylor,ashley.taylor@gmail.com,22,Colorado,Engineering,2.84,Employed,"SQL, Project Management",61770
Kaylee Short,kaylee.short@gmail.com,24,Oklahoma,Business,3.6,Employed,"Java, PowerBI",61015
Tony Todd,tony.todd@gmail.com,24,Wyoming,Communications,3.73,Job Seeking,"Python, Project Management",61408
Jessica Mcdonald,jessica.mcdonald@gmail.com,24,Florida,Psychology,3.37,Employed,"PowerBI, SQL",59566
Eddie Morrison,eddie.morrison@gmail.com,24,Ohio,Finance,2.82,Employed,"Java, PowerBI",52607
Samuel Moore,samuel.moore@gmail.com,22,South Dakota,Psychology,3.86,Job Seeking,"Java, Project Management",56502
Darrell Young,darrell.young@gmail.com,24,Florida,Psychology,3.49,Job Seeking,"PowerBI, Excel",49860
Angela Mckenzie,angela.mckenzie@gmail.com,23,Rhode Island,Marketing,3.36,Employed,"Python, Project Management",64504
Brittney Powers,brittney.powers@gmail.com,24,New Hampshire,Biology,3.18,Employed,"Excel, Project Management",58612
Erika White,erika.white@gmail.com,22,Delaware,Communications,3.31,Job Seeking,"Excel, Java",46191
Eric Carter,eric.carter@gmail.com,22,Illinois,Biology,3.56,Job Seeking,"PowerBI, Excel",61264
Nicholas Vance,nicholas.vance@gmail.com,23,New Mexico,Communications,3.42,Job Seeking,"SQL, Project Management",56004
Charles Strickland,charles.strickland@gmail.com,22,Rhode Island,Computer Science,3.2,Job Seeking,"Excel, Project Management",64061
Heidi Brock,heidi.brock@gmail.com,23,Maryland,Marketing,2.93,Job Seeking,"PowerBI, Project Management",49613
John Beasley,john.beasley@gmail.com,24,New Mexico,Computer Science,3.76,Job Seeking,"Excel, Python",49133
James Smith,james.smith@gmail.com,23,Tennessee,Finance,3.35,Job Seeking,"SQL, PowerBI",51856
Christina Peterson,christina.peterson@gmail.com,24,Virginia,Marketing,3.06,Job Seeking,"Excel, PowerBI",63787
Charles Stephens,charles.stephens@gmail.com,23,Maine,Communications,3.08,Job Seeking,"Python, PowerBI",56351
Nicholas Morales,nicholas.morales@gmail.com,24,Massachusetts,Psychology,3.55,Job Seeking,"Java, SQL",64533
Matthew Moore,matthew.moore@gmail.com,24,Wisconsin,Computer Science,3.1,Employed,"Project Management, Java",58501
Michael Elliott,michael.elliott@gmail.com,24,Mississippi,Psychology,3.11,Employed,"Python, PowerBI",52955
Stephanie Harding,stephanie.harding@gmail.com,23,California,Biology,3.28,Job Seeking,"PowerBI, SQL",60077
Lisa Jackson,lisa.jackson@gmail.com,24,North Dakota,Communications,3.6,Employed,"Java, PowerBI",48100
Christopher Graves,christopher.graves@gmail.com,24,Missouri,Business,2.83,Job Seeking,"PowerBI, Java",52224
Christopher Taylor,christopher.taylor@gmail.com,22,New York,Marketing,3.0,Job Seeking,"Project Management, Python",61328
Angela Rodriguez,angela.rodriguez@gmail.com,22,Nevada,Psychology,3.46,Employed,"Java, Project Management",64511
Stephanie Romero,stephanie.romero@gmail.com,23,Tennessee,Finance,2.91,Job Seeking,"Excel, PowerBI",58042
Michael Richardson,michael.richardson@gmail.com,24,Maryland,Marketing,3.48,Employed,"PowerBI, SQL",54508
Mary Garcia,mary.garcia@gmail.com,23,Vermont,Finance,3.07,Employed,"PowerBI, Project Management",50253
Denise Collins,denise.collins@gmail.com,24,Wyoming,Communications,3.02,Employed,"SQL, Excel",51574
Amber Stokes,amber.stokes@gmail.com,23,Illinois,Biology,3.83,Job Seeking,"Python, Excel",53872
Janet Guzman,janet.guzman@gmail.com,23,Hawaii,Psychology,3.37,Job Seeking,"PowerBI, Java",53582
James Hoover,james.hoover@gmail.com,24,Oregon,Psychology,2.92,Employed,"Project Management, Excel",48838
Stephen Potter,stephen.potter@gmail.com,23,West Virginia,Engineering,2.95,Employed,"Excel, Java",52553
Raymond Jensen,raymond.jensen@gmail.com,22,Alaska,Marketing,3.84,Job Seeking,"Excel, Java",58254
Jeffrey Sanchez,jeffrey.sanchez@gmail.com,22,Connecticut,Engineering,3.44,Employed,"PowerBI, Python",60837
Evan Pope,evan.pope@gmail.com,24,New Jersey,Engineering,3.06,Job Seeking,"Project Management, SQL",50735
Richard Johnson,richard.johnson@gmail.com,22,Alabama,Biology,2.99,Job Seeking,"Java, Python",54002
Ryan Rodriguez,ryan.rodriguez@gmail.com,24,Georgia,Marketing,3.48,Job Seeking,"PowerBI, Project Management",64310
Andrew Dixon,andrew.dixon@gmail.com,24,Alaska,Engineering,3.54,Job Seeking,"Project Management, Excel",56140
Raymond Fuller,raymond.fuller@gmail.com,23,Alabama,Business,3.1,Job Seeking,"Excel, Project Management",52515
Matthew Bowman,matthew.bowman@gmail.com,22,Alaska,Communications,3.27,Job Seeking,"SQL, PowerBI",55904
Brent Baker,brent.baker@gmail.com,23,Arizona,Marketing,3.73,Job Seeking,"SQL, Python",48241
Susan Reyes,susan.reyes@gmail.com,22,New Hampshire,Computer Science,3.64,Employed,"SQL, Java",62268
Michael James,michael.james@gmail.com,24,Missouri,Computer Science,2.86,Job Seeking,"Java, Project Management",57487
Colton Wilson,colton.wilson@gmail.com,24,Kansas,Psychology,3.75,Job Seeking,"Project Management, Excel",54556
Jeffery George,jeffery.george@gmail.com,22,Utah,Communications,3.1,Job Seeking,"Excel, Java",48543
Brian Elliott,brian.elliott@gmail.com,23,Louisiana,Biology,3.15,Job Seeking,"SQL, PowerBI",61057
Shelly Shaw,shelly.shaw@gmail.com,24,Connecticut,Computer Science,3.33,Job Seeking,"Project Management, SQL",60905
Austin Ortiz,austin.ortiz@gmail.com,22,Oklahoma,Psychology,3.81,Employed,"PowerBI, Python",53683
John King,john.king@gmail.com,24,Wisconsin,Marketing,3.62,Employed,"Java, Project Management",60254
Kelli Hughes,kelli.hughes@gmail.com,23,Tennessee,Psychology,3.01,Employed,"Python, PowerBI",59755
Larry Logan,larry.logan@gmail.com,22,Texas,Finance,3.83,Job Seeking,"Project Management, Python",51465
Phillip Finley,phillip.finley@gmail.com,22,Wisconsin,Psychology,3.11,Job Seeking,"Excel, Python",54643
Diana Anderson,diana.anderson@gmail.com,24,Maine,Engineering,2.89,Job Seeking,"Excel, Python",47967
Mark Mason,mark.mason@gmail.com,23,Alabama,Business,3.57,Employed,"Python, Java",60333
Kathryn Silva,kathryn.silva@gmail.com,24,Kansas,Business,2.81,Job Seeking,"Excel, Java",59219
Anna Sims,anna.sims@gmail.com,23,Missouri,Marketing,3.81,Job Seeking,"Project Management, Python",58249
Sharon Diaz,sharon.diaz@gmail.com,24,North Carolina,Communications,3.61,Employed,"Excel, Project Management",52480
Chad Obrien,chad.obrien@gmail.com,24,Oregon,Communications,3.31,Job Seeking,"Excel, Python",48123
Eric Barber,eric.barber@gmail.com,22,Washington,Psychology,2.94,Job Seeking,"SQL, Excel",63270
Kaitlin Gomez,kaitlin.gomez@gmail.com,24,North Carolina,Communications,2.82,Job Seeking,"Excel, Project Management",54602
Michael Gilbert,michael.gilbert@gmail.com,23,Indiana,Marketing,3.54,Job Seeking,"Project Management, SQL",63009
William Martin,william.martin@gmail.com,23,Kentucky,Marketing,3.08,Job Seeking,"Python, PowerBI",46345
Chad Baxter,chad.baxter@gmail.com,24,Washington,Marketing,3.59,Employed,"Python, Excel",48749
Joy George,joy.george@gmail.com,24,Illinois,Biology,3.09,Employed,"Excel, Project Management",50993
Jennifer Chandler,jennifer.chandler@gmail.com,23,Washington,Marketing,3.86,Job Seeking,"SQL, Python",56821
Eric Meyer,eric.meyer@gmail.com,22,Missouri,Finance,3.17,Job Seeking,"PowerBI, Python",57491
Samuel Curtis,samuel.curtis@gmail.com,22,Wisconsin,Business,3.9,Job Seeking,"Java, Project Management",58079
Angelica Villegas,angelica.villegas@gmail.com,23,Illinois,Business,3.58,Job Seeking,"PowerBI, SQL",59181
Briana Dennis,briana.dennis@gmail.com,22,South Carolina,Psychology,3.6,Employed,"Project Management, Python",61424
Leslie Smith,leslie.smith@gmail.com,23,Pennsylvania,Marketing,2.91,Employed,"Python, SQL",63365
Natalie Williams,natalie.williams@gmail.com,24,North Carolina,Marketing,3.5,Job Seeking,"Python, SQL",57575
Kathleen Powell,kathleen.powell@gmail.com,23,Michigan,Finance,3.49,Employed,"SQL, Excel",64924
Ronald Kramer,ronald.kramer@gmail.com,24,Delaware,Communications,3.57,Employed,"PowerBI, Excel",56748
Deborah Graham,deborah.graham@gmail.com,23,Oklahoma,Biology,2.99,Job Seeking,"Python, Java",47570
Catherine Wood,catherine.wood@gmail.com,22,Colorado,Engineering,3.73,Job Seeking,"PowerBI, Project Management",62107
Glenda Meadows,glenda.meadows@gmail.com,24,Texas,Communications,3.65,Job Seeking,"Project Management, Excel",56217
Timothy Robinson,timothy.robinson@gmail.com,22,Oregon,Marketing,3.45,Job Seeking,"PowerBI, Python",46641
Hannah Abbott,hannah.abbott@gmail.com,23,Maine,Communications,3.17,Job Seeking,"Python, Java",56991
Stephen Copeland,stephen.copeland@gmail.com,23,Delaware,Engineering,3.11,Job Seeking,"Java, PowerBI",61794
Roberto Gomez,roberto.gomez@gmail.com,24,Missouri,Engineering,3.61,Job Seeking,"Project Management, Excel",62174
Laura Wilson,laura.wilson@gmail.com,23,North Dakota,Finance,2.92,Employed,"SQL, Project Management",60245
Chelsea West,chelsea.west@gmail.com,22,Wyoming,Computer Science,3.71,Employed,"SQL, Python",47965
Shannon Chang,shannon.chang@gmail.com,24,Kentucky,Computer Science,3.82,Job Seeking,"Excel, Python",59911
Austin Le,austin.le@gmail.com,22,Nebraska,Finance,3.7,Job Seeking,"Java, PowerBI",53912
Sean Hart,sean.hart@gmail.com,23,Iowa,Communications,3.21,Employed,"Java, SQL",62281
Angel Goodwin,angel.goodwin@gmail.com,23,Arizona,Business,3.33,Employed,"PowerBI, Project Management",46844
Marc Clark,marc.clark@gmail.com,24,Missouri,Engineering,3.19,Job Seeking,"Java, Excel",46854
Tina Payne,tina.payne@gmail.com,24,Colorado,Biology,3.24,Job Seeking,"Project Management, SQL",53492
Cameron Garrison,cameron.garrison@gmail.com,24,Mississippi,Biology,3.1,Job Seeking,"Python, SQL",47531
Ronald Mullins,ronald.mullins@gmail.com,22,Utah,Marketing,3.57,Job Seeking,"Python, PowerBI",50287
Mark Santana,mark.santana@gmail.com,22,Iowa,Marketing,3.08,Employed,"SQL, PowerBI",53339
Katie Scott,katie.scott@gmail.com,24,South Dakota,Communications,3.2,Job Seeking,"Excel, PowerBI",56840
Patricia Hodges,patricia.hodges@gmail.com,23,Ohio,Communications,3.12,Job Seeking,"SQL, PowerBI",64924
Barbara Morris,barbara.morris@gmail.com,22,New Hampshire,Business,3.33,Job Seeking,"PowerBI, Java",60909
Janice Alvarez,janice.alvarez@gmail.com,24,Massachusetts,Computer Science,3.4,Job Seeking,"Project Management, PowerBI",61007
Joseph Mercer,joseph.mercer@gmail.com,24,Illinois,Computer Science,2.81,Employed,"SQL, Java",48923
Ian Wallace,ian.wallace@gmail.com,23,Colorado,Biology,2.95,Employed,"Project Management, Java",48438
Tammy Jones,tammy.jones@gmail.com,23,Maine,Psychology,3.53,Employed,"PowerBI, Project Management",56465
Ashley Smith,ashley.smith@gmail.com,23,Illinois,Engineering,3.52,Employed,"PowerBI, Java",51438
Taylor Edwards,taylor.edwards@gmail.com,22,Montana,Psychology,3.27,Job Seeking,"Project Management, SQL",49152
Kimberly Mills,kimberly.mills@gmail.com,24,Kentucky,Computer Science,3.19,Job Seeking,"PowerBI, Project Management",45490
Keith Smith,keith.smith@gmail.com,23,Rhode Island,Biology,3.18,Job Seeking,"SQL, Java",46257
Robert White,robert.white@gmail.com,22,Arkansas,Engineering,2.81,Job Seeking,"PowerBI, Java",48487
Kristine Scott,kristine.scott@gmail.com,22,Colorado,Biology,2.95,Job Seeking,"Excel, Project Management",49225
Erica Davis,erica.davis@gmail.com,23,Arkansas,Psychology,3.8,Employed,"Excel, SQL",58829
Larry Holmes,larry.holmes@gmail.com,22,Alaska,Biology,3.55,Job Seeking,"Project Management, Excel",54686
Karen Rios,karen.rios@gmail.com,24,New Mexico,Business,3.69,Employed,"Excel, SQL",57921
Samantha Sherman,samantha.sherman@gmail.com,23,Kansas,Finance,3.68,Job Seeking,"Project Management, Excel",61467
Katie Powell,katie.powell@gmail.com,23,Michigan,Business,3.84,Employed,"Java, PowerBI",59742
Jacob Cuevas,jacob.cuevas@gmail.com,22,Georgia,Business,3.29,Employed,"Java, PowerBI",54764
Edward Parks,edward.parks@gmail.com,24,Delaware,Business,3.58,Job Seeking,"PowerBI, Python",48895
Bryan Garrett,bryan.garrett@gmail.com,24,Idaho,Psychology,3.2,Job Seeking,"PowerBI, Project Management",48994
Jesus Matthews,jesus.matthews@gmail.com,23,Florida,Engineering,3.3,Job Seeking,"PowerBI, Java",55780
Jennifer Porter,jennifer.porter@gmail.com,22,Alabama,Communications,3.02,Job Seeking,"Python, SQL",51198
Larry Casey,larry.casey@gmail.com,22,Illinois,Business,2.91,Job Seeking,"Project Management, PowerBI",56542
Jill Mckee,jill.mckee@gmail.com,23,Illinois,Biology,3.4,Job Seeking,"SQL, Java",61671
Sarah Reed,sarah.reed@gmail.com,23,Utah,Computer Science,3.32,Job Seeking,"Excel, Java",60374
Nathan Cook,nathan.cook@gmail.com,24,Illinois,Marketing,3.82,Job Seeking,"Excel, PowerBI",61510
Eric Brown,eric.brown@gmail.com,23,Georgia,Biology,3.42,Job Seeking,"Python, PowerBI",51030
Garrett Sanchez,garrett.sanchez@gmail.com,24,Washington,Computer Science,3.86,Job Seeking,"SQL, Python",63140
Christina Newman,christina.newman@gmail.com,22,Connecticut,Communications,2.97,Job Seeking,"Java, PowerBI",60545
Tasha Freeman,tasha.freeman@gmail.com,23,Florida,Communications,3.65,Job Seeking,"Java, Project Management",53136
Darren Riggs,darren.riggs@gmail.com,22,Oklahoma,Communications,3.79,Employed,"Python, Project Management",45868
Melissa Parker,melissa.parker@gmail.com,23,Virginia,Biology,3.09,Job Seeking,"SQL, Java",61853
John Davis,john.davis@gmail.com,23,Maryland,Engineering,3.24,Job Seeking,"Python, Java",59619
John Jones,john.jones@gmail.com,24,Wisconsin,Business,3.01,Employed,"Excel, SQL",46662
Jonathan Ryan,jonathan.ryan@gmail.com,22,Arizona,Business,3.62,Employed,"Project Management, SQL",61236
Martin Romero,martin.romero@gmail.com,23,Tennessee,Marketing,3.1,Job Seeking,"SQL, Python",52622
Jimmy Burns,jimmy.burns@gmail.com,22,Georgia,Biology,3.65,Employed,"Project Management, SQL",55410
Joshua Huynh,joshua.huynh@gmail.com,24,Washington,Engineering,3.38,Job Seeking,"Project Management, Excel",49227
Kendra Fritz,kendra.fritz@gmail.com,22,Ohio,Business,3.45,Job Seeking,"Excel, PowerBI",49914
Adam Hernandez,adam.hernandez@gmail.com,23,Kansas,Biology,3.34,Employed,"Excel, Java",64990
Ricky Ortiz,ricky.ortiz@gmail.com,24,South Dakota,Engineering,3.13,Job Seeking,"Project Management, Java",48357
Paul Ross,paul.ross@gmail.com,23,New York,Engineering,3.07,Job Seeking,"Python, Project Management",57008
Stephen Willis,stephen.willis@gmail.com,24,Oklahoma,Communications,3.24,Job Seeking,"SQL, Python",52433
George Robinson,george.robinson@gmail.com,24,Vermont,Psychology,3.89,Job Seeking,"Excel, Python",57818
Eugene Cooke,eugene.cooke@gmail.com,22,Maryland,Marketing,3.64,Job Seeking,"SQL, Project Management",60768
Meagan Haas,meagan.haas@gmail.com,23,South Dakota,Psychology,3.4,Job Seeking,"Java, Python",49992
Kaitlyn Simmons,kaitlyn.simmons@gmail.com,22,Florida,Biology,3.66,Job Seeking,"Java, Excel",56030
Ronnie Curtis,ronnie.curtis@gmail.com,23,South Carolina,Business,3.05,Job Seeking,"Python, Java",61694
Ronald Murray,ronald.murray@gmail.com,22,Louisiana,Communications,2.93,Job Seeking,"SQL, Project Management",51186
Todd Munoz,todd.munoz@gmail.com,22,Arizona,Finance,3.26,Job Seeking,"Project Management, SQL",60254
Stephen Davis,stephen.davis@gmail.com,22,Kentucky,Communications,3.18,Job Seeking,"Java, Excel",51719
Diane Smith,diane.smith@gmail.com,22,Connecticut,Engineering,3.6,Job Seeking,"Project Management, Excel",59057
Carrie Robinson,carrie.robinson@gmail.com,22,California,Engineering,3.19,Job Seeking,"Project Management, Excel",58888
Gloria Davies,gloria.davies@gmail.com,24,Alaska,Finance,3.03,Job Seeking,"Python, Java",49247
Christopher Spears,christopher.spears@gmail.com,22,Florida,Biology,2.97,Job Seeking,"SQL, Python",54912
Jerry Harris,jerry.harris@gmail.com,22,Illinois,Marketing,3.74,Job Seeking,"SQL, Project Management",62563
Deborah Young,deborah.young@gmail.com,24,New York,Marketing,2.88,Employed,"Excel, SQL",60035
David Bartlett,david.bartlett@gmail.com,22,South Carolina,Computer Science,3.81,Job Seeking,"SQL, Project Management",49114
Eric Dean,eric.dean@gmail.com,22,Missouri,Business,3.02,Job Seeking,"Project Management, Java",64066
Jacqueline Gomez,jacqueline.gomez@gmail.com,23,Mississippi,Marketing,2.94,Employed,"SQL, Project Management",61038
Ernest Garcia,ernest.garcia@gmail.com,23,New York,Biology,3.65,Job Seeking,"Excel, SQL",45792
Joseph Solis,joseph.solis@gmail.com,24,Oklahoma,Computer Science,2.83,Job Seeking,"SQL, Java",53191
Cheyenne Torres,cheyenne.torres@gmail.com,23,Idaho,Psychology,3.5,Job Seeking,"SQL, Project Management",54453
Robert Monroe,robert.monroe@gmail.com,23,Wisconsin,Finance,2.96,Job Seeking,"SQL, Excel",59664
Jonathan Cantrell,jonathan.cantrell@gmail.com,24,Illinois,Finance,2.95,Job Seeking,"Java, SQL",57968
Timothy Tyler,timothy.tyler@gmail.com,22,Hawaii,Psychology,3.88,Job Seeking,"SQL, PowerBI",46155
Anthony Lee,anthony.lee@gmail.com,24,Arkansas,Psychology,3.22,Employed,"Python, Project Management",62199
David Ayers,david.ayers@gmail.com,24,Indiana,Engineering,3.35,Job Seeking,"Python, PowerBI",64174
Larry Velez,larry.velez@gmail.com,22,Virginia,Business,3.24,Job Seeking,"Java, SQL",54020
Charlene Johnson,charlene.johnson@gmail.com,24,South Carolina,Engineering,3.8,Employed,"Java, Python",52584
David Simpson,david.simpson@gmail.com,22,Maryland,Biology,3.35,Job Seeking,"Java, Excel",50979
Jason Shaw,jason.shaw@gmail.com,22,Wisconsin,Communications,3.27,Job Seeking,"Excel, PowerBI",56133
Mark Franco,mark.franco@gmail.com,24,Nebraska,Psychology,3.2,Employed,"Python, Java",49372
Haley Tran,haley.tran@gmail.com,24,Maine,Finance,3.4,Employed,"PowerBI, Project Management",57575
Keith Salazar,keith.salazar@gmail.com,22,Wisconsin,Biology,3.27,Job Seeking,"Project Management, PowerBI",53573
Bryan Hunt,bryan.hunt@gmail.com,23,Kentucky,Biology,3.23,Job Seeking,"Java, Python",49485
Jennifer Baker,jennifer.baker@gmail.com,22,Tennessee,Business,3.48,Employed,"Python, Excel",48864
Deanna Myers,deanna.myers@gmail.com,22,West Virginia,Communications,3.61,Employed,"Project Management, Excel",55897
Vincent Savage,vincent.savage@gmail.com,23,Arizona,Marketing,3.07,Job Seeking,"Python, Project Management",52559
Grant Scott,grant.scott@gmail.com,23,Tennessee,Biology,3.89,Job Seeking,"PowerBI, Java",57029
Stanley Chavez,stanley.chavez@gmail.com,24,Vermont,Business,3.38,Job Seeking,"SQL, PowerBI",64072
Carl Navarro,carl.navarro@gmail.com,23,Maryland,Psychology,3.55,Job Seeking,"PowerBI, Project Management",59914
Tami Ellis,tami.ellis@gmail.com,23,Minnesota,Business,3.37,Job Seeking,"SQL, Java",60411
Brittany Duffy,brittany.duffy@gmail.com,22,Colorado,Marketing,3.62,Job Seeking,"Excel, SQL",46475
Monica Le,monica.le@gmail.com,23,Hawaii,Communications,3.53,Job Seeking,"Excel, PowerBI",46619
April Davis,april.davis@gmail.com,22,Indiana,Computer Science,3.55,Job Seeking,"Python, Excel",49394
Andrea Sampson,andrea.sampson@gmail.com,23,Wisconsin,Engineering,3.09,Job Seeking,"Project Management, Python",48505
Jennifer Lopez,jennifer.lopez@gmail.com,24,Oregon,Psychology,2.81,Job Seeking,"Excel, Python",63799
Wendy Salazar,wendy.salazar@gmail.com,24,Nebraska,Engineering,3.47,Job Seeking,"Java, SQL",63663
Robert Cameron,robert.cameron@gmail.com,23,Louisiana,Finance,3.4,Job Seeking,"PowerBI, Excel",60540
Shane Willis,shane.willis@gmail.com,23,Texas,Engineering,3.53,Job Seeking,"Excel, PowerBI",49410
John Young,john.young@gmail.com,22,Nevada,Biology,3.07,Employed,"Python, Project Management",60081
Marissa Anderson,marissa.anderson@gmail.com,22,North Carolina,Communications,3.78,Job Seeking,"Project Management, SQL",48398
Katelyn Stevenson,katelyn.stevenson@gmail.com,23,Texas,Marketing,3.33,Employed,"SQL, Python",56391
Lisa Day,lisa.day@gmail.com,23,Indiana,Engineering,3.36,Job Seeking,"Excel, PowerBI",59735
Michael Daugherty,michael.daugherty@gmail.com,24,Massachusetts,Marketing,3.5,Job Seeking,"Python, Java",51923
Bob Williams,bob.williams@gmail.com,24,Michigan,Finance,2.85,Employed,"Excel, SQL",63097
Willie Higgins,willie.higgins@gmail.com,24,Michigan,Computer Science,3.6,Employed,"SQL, Excel",50218
Kristina Edwards,kristina.edwards@gmail.com,24,Indiana,Engineering,3.23,Job Seeking,"Java, PowerBI",59004
Lacey Cox,lacey.cox@gmail.com,24,Alabama,Biology,3.15,Employed,"Project Management, PowerBI",48990
Kylie Anderson,kylie.anderson@gmail.com,23,Minnesota,Marketing,3.69,Employed,"Project Management, Java",56055
Eric Gardner,eric.gardner@gmail.com,23,Illinois,Engineering,3.61,Employed,"Java, PowerBI",59841
Samantha Cook,samantha.cook@gmail.com,24,Oregon,Communications,3.55,Employed,"Project Management, Python",59548
Kristopher Patrick,kristopher.patrick@gmail.com,22,Mississippi,Psychology,3.27,Employed,"PowerBI, Project Management",55314
Matthew Reynolds,matthew.reynolds@gmail.com,22,Kentucky,Computer Science,2.89,Employed,"Python, SQL",50049
Megan Lawson,megan.lawson@gmail.com,24,Louisiana,Computer Science,3.17,Job Seeking,"Excel, Python",51112
Amanda Snyder,amanda.snyder@gmail.com,24,Alaska,Psychology,3.82,Job Seeking,"PowerBI, Java",56994
Erica Pollard,erica.pollard@gmail.com,24,Maine,Computer Science,3.75,Job Seeking,"PowerBI, SQL",48846
Nicole Hamilton,nicole.hamilton@gmail.com,22,Ohio,Computer Science,3.52,Job Seeking,"Project Management, SQL",61020
David Perry,david.perry@gmail.com,22,Idaho,Communications,3.08,Job Seeking,"Project Management, PowerBI",64794
Tara Black,tara.black@gmail.com,24,Pennsylvania,Communications,3.89,Employed,"SQL, Java",64431
Becky Riley,becky.riley@gmail.com,22,Indiana,Communications,3.37,Job Seeking,"SQL, Project Management",54425
Andrew Arias,andrew.arias@gmail.com,23,Massachusetts,Business,3.36,Job Seeking,"Project Management, Java",49831
Jean Morris,jean.morris@gmail.com,23,Virginia,Biology,2.95,Employed,"Excel, Python",52197
Bryan Evans,bryan.evans@gmail.com,22,Wyoming,Engineering,3.01,Employed,"Excel, SQL",48242
Christine Waters,christine.waters@gmail.com,22,Pennsylvania,Finance,3.53,Job Seeking,"Project Management, Python",46888
Robert Bryant,robert.bryant@gmail.com,24,Idaho,Finance,3.42,Job Seeking,"PowerBI, Java",50248
Jeffrey Walker,jeffrey.walker@gmail.com,23,New Jersey,Computer Science,2.83,Job Seeking,"Python, Project Management",49714
Victoria Davidson,victoria.davidson@gmail.com,24,Nebraska,Communications,3.28,Job Seeking,"Python, Project Management",64110
Brandi Walker,brandi.walker@gmail.com,23,West Virginia,Finance,3.26,Job Seeking,"Java, Project Management",48027
Desiree Nicholson,desiree.nicholson@gmail.com,24,Maine,Communications,3.06,Job Seeking,"Excel, Java",46548
Heather Rodriguez,heather.rodriguez@gmail.com,24,Kentucky,Engineering,2.83,Job Seeking,"PowerBI, SQL",62688
Rachel Jimenez,rachel.jimenez@gmail.com,22,Wisconsin,Communications,3.86,Employed,"Java, SQL",51581
Leslie Morrison,leslie.morrison@gmail.com,22,Michigan,Business,3.23,Job Seeking,"Project Management, PowerBI",56673
Tina West,tina.west@gmail.com,22,Hawaii,Biology,3.01,Job Seeking,"PowerBI, Java",59943
Jennifer Cervantes,jennifer.cervantes@gmail.com,23,Massachusetts,Biology,2.91,Job Seeking,"PowerBI, SQL",60965
Julie Owens,julie.owens@gmail.com,22,South Dakota,Marketing,2.86,Job Seeking,"Excel, Python",52515
Nathan Hill,nathan.hill@gmail.com,24,Montana,Business,2.9,Job Seeking,"SQL, Python",54635
Stephanie Flores,stephanie.flores@gmail.com,22,Illinois,Finance,2.84,Employed,"Excel, Python",55773
Martha George,martha.george@gmail.com,22,Iowa,Communications,3.78,Employed,"Excel, Python",48171
Benjamin Russell,benjamin.russell@gmail.com,23,Virginia,Marketing,3.56,Job Seeking,"Excel, Python",55374
Danielle Cooke,danielle.cooke@gmail.com,23,New Jersey,Finance,3.53,Employed,"SQL, Java",58072
Gabriel Mata,gabriel.mata@gmail.com,24,Alabama,Marketing,3.32,Job Seeking,"Java, Python",59323
Mason Walker,mason.walker@gmail.com,23,Alabama,Business,3.16,Job Seeking,"Python, Java",51154
Victoria Rogers,victoria.rogers@gmail.com,24,Oklahoma,Marketing,3.4,Job Seeking,"Excel, Java",47008
Matthew Clark,matthew.clark@gmail.com,22,Virginia,Communications,3.09,Job Seeking,"Python, Project Management",51979
David Kennedy,david.kennedy@gmail.com,24,Wisconsin,Computer Science,3.88,Employed,"Project Management, Excel",51256
Elizabeth Hill,elizabeth.hill@gmail.com,23,Kansas,Biology,2.87,Job Seeking,"Java, Python",48744
Ethan Powers,ethan.powers@gmail.com,23,Alaska,Psychology,2.92,Job Seeking,"Java, SQL",46286
Steven Wall,steven.wall@gmail.com,22,Colorado,Business,3.53,Employed,"Excel, Python",61692
Nicholas Baird,nicholas.baird@gmail.com,23,Georgia,Biology,3.8,Job Seeking,"Java, Project Management",49256
Emily Cuevas,emily.cuevas@gmail.com,23,Vermont,Business,3.34,Job Seeking,"Java, PowerBI",64358
Bryan Reynolds,bryan.reynolds@gmail.com,24,Florida,Biology,3.34,Job Seeking,"Project Management, Java",48250
Kimberly Smith,kimberly.smith@gmail.com,24,Missouri,Marketing,3.02,Job Seeking,"Excel, Java",45336
Christine Vance,christine.vance@gmail.com,23,Hawaii,Marketing,3.7,Employed,"Excel, SQL",49007
Isaac Hardin,isaac.hardin@gmail.com,23,Rhode Island,Psychology,3.34,Job Seeking,"PowerBI, SQL",63403
Alex Nicholson,alex.nicholson@gmail.com,23,Indiana,Finance,3.7,Job Seeking,"PowerBI, SQL",48461
Valerie Curtis,valerie.curtis@gmail.com,24,New Mexico,Engineering,3.42,Employed,"Excel, SQL",50658
Rodney Garner,rodney.garner@gmail.com,22,New York,Marketing,3.69,Job Seeking,"Excel, SQL",52957
Matthew Hernandez,matthew.hernandez@gmail.com,22,West Virginia,Biology,2.97,Employed,"Project Management, Java",56266
Paul Davis,paul.davis@gmail.com,22,Iowa,Engineering,3.74,Job Seeking,"Python, Java",53928
Joshua Castaneda,joshua.castaneda@gmail.com,23,Nebraska,Finance,3.28,Job Seeking,"SQL, Java",56981
Sherry Briggs,sherry.briggs@gmail.com,24,New Mexico,Business,3.2,Job Seeking,"Project Management, Excel",49186
Nancy Ellis,nancy.ellis@gmail.com,22,New Mexico,Psychology,3.12,Job Seeking,"PowerBI, SQL",47267
Brenda Barnes,brenda.barnes@gmail.com,22,Iowa,Computer Science,3.35,Job Seeking,"Java, Python",57176
John Hart,john.hart@gmail.com,24,North Carolina,Psychology,3.83,Job Seeking,"Project Management, Python",64923
